EmployeeNumber,FieldVsDept,MonthlyHours,DaysWorked,CompanyRatiotoCareer,RoleRatioToCompany,RoleRatioToCareer,AgeBin,HourlyRateBin,MonthlyRateBin,MonthlyIncomeBin,DailyRateBin,DaysWorkedBin,MonthlyHoursBin,CompanyRatiotoCareerBin,RoleRatioToCompanyBin,RoleRatioToCareerBin
399,Marketing - Sales,33.20238095238095,6.281531531531532,1.0,1.0,1.0,30,80,3500,2500,400,5.0,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
401,Marketing - Sales,121.41666666666667,6.134736842105263,1.0,0.875,0.875,20,40,8000,5500,900,5.0,120.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
403,Medical - Research & Development,43.886792452830186,2.6164229471316087,1.0,0.5,0.5,30,50,11000,2000,800,0.0,40.0,0.9500000000000001,0.45,0.45
404,Marketing - Sales,175.64935064935065,24.36936936936937,0.8695652173913043,0.2,0.17391304347826086,40,70,14500,13500,500,20.0,160.0,0.8500000000000001,0.2,0.15000000000000002
405,Life Sciences - Research & Development,26.296296296296298,6.173913043478261,1.0,1.0,1.0,10,50,25000,1000,200,5.0,20.0,1.0,1.0,1.0
406,Marketing - Sales,83.54166666666667,6.509740259740259,0.9166666666666666,0.8181818181818182,0.75,30,90,5000,8000,1200,5.0,80.0,0.9,0.8,0.7000000000000001
407,Life Sciences - Research & Development,45.53086419753087,6.5159010600706715,0.25,0.0,0.0,30,80,7000,3500,500,5.0,40.0,0.2,0.0,0.0
408,Medical - Research & Development,65.26190476190476,4.210445468509985,0.3076923076923077,0.25,0.07692307692307693,50,80,16000,5000,1300,0.0,60.0,0.30000000000000004,0.2,0.05
410,Life Sciences - Sales,181.98863636363637,47.949101796407184,1.0,0.45454545454545453,0.45454545454545453,40,80,15500,16000,300,45.0,180.0,0.9500000000000001,0.45,0.45
411,Medical - Sales,17.391304347826086,1.477832512315271,1.0,1.0,1.0,10,60,9500,1000,800,0.0,0.0,1.0,1.0,1.0
412,Medical - Research & Development,83.25,3.8353658536585367,0.8888888888888888,0.375,0.3333333333333333,20,60,4500,5500,1400,0.0,80.0,0.8500000000000001,0.35000000000000003,0.30000000000000004
416,Technical Degree - Sales,69.29,31.78440366972477,0.8,0.875,0.7,30,100,12000,6500,200,30.0,60.0,0.8,0.8500000000000001,0.65
417,Medical - Research & Development,200.27083333333334,8.492049469964664,0.9473684210526315,0.5555555555555556,0.5263157894736842,30,40,10500,9500,1100,5.0,200.0,0.9,0.55,0.5
419,Life Sciences - Research & Development,120.72340425531915,5.134841628959276,0.8181818181818182,0.8888888888888888,0.7272727272727273,30,40,6500,5500,1100,5.0,120.0,0.8,0.8500000000000001,0.7000000000000001
420,Life Sciences - Sales,60.26373626373626,6.052980132450331,1.0,0.6153846153846154,0.6153846153846154,30,90,16500,5000,900,5.0,60.0,0.9500000000000001,0.6000000000000001,0.6000000000000001
421,Life Sciences - Research & Development,148.90123456790124,14.206124852767962,0.5263157894736842,0.8,0.42105263157894735,30,80,26500,12000,800,10.0,140.0,0.5,0.8,0.4
422,Life Sciences - Research & Development,176.875,14.512820512820513,0.4166666666666667,0.6,0.25,50,30,17000,5500,300,10.0,160.0,0.4,0.55,0.2
423,Technical Degree - Research & Development,56.05813953488372,6.9768451519536905,0.8333333333333334,0.4,0.3333333333333333,30,80,10000,4500,600,5.0,40.0,0.8,0.4,0.30000000000000004
424,Human Resources - Human Resources,103.38709677419355,60.471698113207545,0.2222222222222222,1.0,0.2222222222222222,30,60,17500,6000,100,60.0,100.0,0.2,0.9500000000000001,0.2
425,Life Sciences - Research & Development,53.71134020618557,4.171337069655724,1.0,0.375,0.375,40,90,20000,5000,1200,0.0,40.0,0.9500000000000001,0.35000000000000003,0.35000000000000003
426,Life Sciences - Research & Development,84.21875,14.036458333333334,0.6666666666666666,1.0,0.6666666666666666,30,30,7500,2500,100,10.0,80.0,0.65,0.9500000000000001,0.65
428,Life Sciences - Research & Development,160.51351351351352,21.479204339963832,0.8333333333333334,0.6,0.5,30,70,23000,11500,500,20.0,160.0,0.8,0.55,0.45
429,Medical - Research & Development,172.40404040404042,145.8803418803419,1.0,0.42857142857142855,0.42857142857142855,30,90,5000,17000,100,145.0,160.0,0.9500000000000001,0.4,0.4
430,Life Sciences - Research & Development,74.39393939393939,13.27027027027027,0.8888888888888888,0.875,0.7777777777777778,40,30,10500,2000,100,10.0,60.0,0.8500000000000001,0.8500000000000001,0.75
431,Technical Degree - Research & Development,155.15555555555557,12.799266727772686,0.28,0.14285714285714285,0.04,40,90,17500,13500,1000,10.0,140.0,0.25,0.1,0.0
433,Medical - Research & Development,58.129411764705885,6.83402489626556,0.7272727272727273,0.25,0.18181818181818182,50,80,17500,4500,700,5.0,40.0,0.7000000000000001,0.2,0.15000000000000002
434,Life Sciences - Research & Development,29.152941176470588,2.0311475409836066,1.0,0.75,0.75,20,80,20500,2000,1200,0.0,20.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
436,Technical Degree - Sales,80.43076923076923,8.891156462585034,1.0,0.9230769230769231,0.9230769230769231,30,60,24500,5000,500,5.0,80.0,0.9500000000000001,0.9,0.9
437,Life Sciences - Sales,60.513513513513516,3.25199709513435,1.0,0.8,0.8,20,70,5000,4000,1300,0.0,60.0,0.9500000000000001,0.8,0.8
438,Marketing - Sales,103.38356164383562,10.921852387843705,0.5384615384615384,1.0,0.5384615384615384,30,70,7000,7500,600,10.0,100.0,0.5,0.9500000000000001,0.5
439,Medical - Research & Development,68.3108108108108,4.965618860510806,0.7,1.0,0.7,30,70,10500,5000,1000,0.0,60.0,0.65,0.9500000000000001,0.65
440,Medical - Research & Development,41.23809523809524,2.9939498703543648,0.6,0.6666666666666666,0.4,20,80,24500,3000,1100,0.0,40.0,0.55,0.65,0.4
441,Medical - Research & Development,90.234375,4.529411764705882,0.9090909090909091,0.8,0.7272727272727273,30,60,11500,5500,1200,0.0,80.0,0.9,0.8,0.7000000000000001
442,Life Sciences - Research & Development,186.3125,11.206766917293233,1.0,0.9,0.9,30,40,14000,8500,700,10.0,180.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
444,Medical - Research & Development,356.8888888888889,28.678571428571427,1.0,0.42857142857142855,0.42857142857142855,30,50,21000,19000,600,25.0,340.0,0.9500000000000001,0.4,0.4
445,Medical - Sales,127.7560975609756,4.507745266781411,0.08333333333333333,0.0,0.0,30,40,17500,5000,1100,0.0,120.0,0.05,0.0,0.0
446,Marketing - Sales,101.78260869565217,9.216535433070867,0.7777777777777778,1.0,0.7777777777777778,30,40,4000,4500,500,5.0,100.0,0.75,0.9500000000000001,0.75
447,Life Sciences - Research & Development,435.7142857142857,12.348178137651821,0.14285714285714285,0.6666666666666666,0.09523809523809523,40,40,16000,18000,1400,10.0,420.0,0.1,0.65,0.05
448,Life Sciences - Research & Development,64.10975609756098,9.404293381037567,1.0,0.7777777777777778,0.7777777777777778,40,80,6000,5000,500,5.0,60.0,0.9500000000000001,0.75,0.75
449,Marketing - Sales,86.97260273972603,30.233333333333334,0.8333333333333334,0.8,0.6666666666666666,20,70,22000,6000,200,30.0,80.0,0.8,0.8,0.65
450,Life Sciences - Research & Development,157.06451612903226,5.2467672413793105,0.2,0.75,0.15,50,30,16500,4500,900,5.0,140.0,0.2,0.7000000000000001,0.1
451,Life Sciences - Research & Development,232.2093023255814,9.975024975024976,0.1,0.0,0.0,40,40,9000,9500,1000,5.0,220.0,0.1,0.0,0.0
452,Other - Research & Development,49.29333333333334,6.734061930783242,0.8333333333333334,0.9,0.75,40,70,9000,3500,500,5.0,40.0,0.8,0.8500000000000001,0.7000000000000001
453,Medical - Sales,130.82456140350877,6.634341637010676,0.6666666666666666,0.75,0.5,40,50,13000,7000,1100,5.0,120.0,0.65,0.7000000000000001,0.45
454,Other - Research & Development,27.51948051948052,6.663522012578617,1.0,1.0,1.0,20,70,4500,2000,300,5.0,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
455,Other - Research & Development,132.76666666666668,5.397018970189702,0.75,0.6666666666666666,0.5,20,30,7500,3500,700,5.0,120.0,0.7000000000000001,0.65,0.45
456,Marketing - Sales,203.93333333333334,10.733333333333333,1.0,0.9,0.9,30,30,5000,6000,500,10.0,200.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
458,Marketing - Sales,110.96428571428571,5.499115044247787,1.0,0.875,0.875,20,50,3000,6000,1100,5.0,100.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
460,Medical - Research & Development,104.04918032786885,5.324664429530201,0.75,0.3333333333333333,0.25,30,60,23000,6000,1100,5.0,100.0,0.7000000000000001,0.30000000000000004,0.2
461,Life Sciences - Research & Development,125.1086956521739,33.55685131195335,0.9166666666666666,0.9090909090909091,0.8333333333333334,30,90,15500,11500,300,30.0,120.0,0.9,0.9,0.8
462,Medical - Research & Development,183.15384615384616,5.7978896103896105,1.0,0.8181818181818182,0.8181818181818182,30,30,25500,7000,1200,5.0,180.0,0.9500000000000001,0.8,0.8
463,Marketing - Sales,212.0,57.416666666666664,1.0,1.0,1.0,20,30,11500,8000,100,55.0,200.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
464,Technical Degree - Research & Development,130.56451612903226,6.246141975308642,0.9411764705882353,0.375,0.35294117647058826,30,60,18000,8000,1200,5.0,120.0,0.9,0.35000000000000003,0.35000000000000003
465,Life Sciences - Research & Development,34.98795180722892,2.2184873949579833,1.0,0.5,0.5,20,80,16000,2500,1300,0.0,20.0,0.9500000000000001,0.45,0.45
466,Medical - Research & Development,63.49473684210526,12.488612836438923,0.625,0.8,0.5,40,90,10000,6000,400,10.0,60.0,0.6000000000000001,0.8,0.45
467,Medical - Sales,30.060606060606062,2.2734912146676853,0.0,1.0,0.0,40,90,25500,2500,1300,0.0,20.0,0.0,1.0,0.0
468,Life Sciences - Research & Development,363.45454545454544,19.74320987654321,0.0625,0.0,0.0,40,40,15500,15500,800,15.0,360.0,0.05,0.0,0.0
469,Life Sciences - Sales,76.21311475409836,6.2319034852546915,1.0,0.75,0.75,20,60,16500,4500,700,5.0,60.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
470,Technical Degree - Human Resources,51.84615384615385,4.955882352941177,0.75,0.6666666666666666,0.5,40,50,24000,2500,500,0.0,40.0,0.7000000000000001,0.65,0.45
471,Medical - Research & Development,31.6,2.231638418079096,1.0,0.0,0.0,30,70,3500,2000,1000,0.0,20.0,0.9500000000000001,0.0,0.0
473,Medical - Sales,137.4065934065934,23.59245283018868,0.0,1.0,0.0,40,90,23500,12500,500,20.0,120.0,0.0,1.0,0.0
474,Medical - Research & Development,117.13725490196079,4.529188779378317,0.5384615384615384,1.0,0.5384615384615384,30,50,17000,5500,1300,0.0,100.0,0.5,0.9500000000000001,0.5
475,Technical Degree - Sales,55.71764705882353,7.388455538221529,0.5,1.0,0.5,30,80,6000,4500,600,5.0,40.0,0.45,0.9500000000000001,0.45
476,Life Sciences - Sales,92.91228070175438,5.676312968917471,1.0,0.875,0.875,20,50,20000,5000,900,5.0,80.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
477,Other - Research & Development,69.1938775510204,5.0908408408408405,0.07142857142857142,0.0,0.0,40,90,17000,6500,1300,5.0,60.0,0.05,0.0,0.0
478,Technical Degree - Sales,21.95959595959596,2.875661375661376,1.0,0.6666666666666666,0.6666666666666666,20,90,9000,2000,700,0.0,20.0,0.9500000000000001,0.65,0.65
479,Medical - Sales,147.84444444444443,7.873372781065089,0.14285714285714285,0.0,0.0,30,40,15000,6500,800,5.0,140.0,0.1,0.0,0.0
481,Medical - Sales,202.0625,17.927911275415898,0.8125,0.6923076923076923,0.5625,30,40,7000,9500,500,15.0,200.0,0.8,0.65,0.55
482,Medical - Research & Development,76.76136363636364,11.391231028667791,0.2,0.6666666666666666,0.13333333333333333,50,80,2500,6500,500,10.0,60.0,0.2,0.65,0.1
483,Life Sciences - Research & Development,48.108695652173914,1.8898377455166524,0.7,1.0,0.7,40,40,22000,2000,1100,0.0,40.0,0.65,0.9500000000000001,0.65
484,Medical - Sales,66.92307692307692,2.916201117318436,1.0,0.6666666666666666,0.6666666666666666,20,30,2500,2500,800,0.0,60.0,0.9500000000000001,0.65,0.65
485,Marketing - Sales,83.8529411764706,8.145714285714286,1.0,0.0,0.0,30,30,9000,2500,300,5.0,80.0,0.9500000000000001,0.0,0.0
486,Medical - Research & Development,35.224489795918366,3.748099891422367,0.29411764705882354,0.8,0.23529411764705882,30,90,17500,3000,900,0.0,20.0,0.25,0.8,0.2
487,Medical - Research & Development,175.26666666666668,4.596153846153846,0.14285714285714285,0.0,0.0,40,30,16000,5000,1100,0.0,160.0,0.1,0.0,0.0
488,Marketing - Sales,167.05357142857142,65.41958041958041,1.0,0.875,0.875,40,50,9500,9000,100,65.0,160.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
491,Technical Degree - Research & Development,104.96,10.034416826003824,0.2,0.75,0.15,50,100,2500,10000,1000,10.0,100.0,0.2,0.7000000000000001,0.1
492,Marketing - Sales,93.82352941176471,11.095652173913043,0.75,0.6666666666666666,0.5,40,60,6000,6000,500,10.0,80.0,0.7000000000000001,0.65,0.45
493,Life Sciences - Research & Development,63.26190476190476,6.512254901960785,0.6666666666666666,1.0,0.6666666666666666,30,40,7500,2500,400,5.0,60.0,0.65,0.9500000000000001,0.65
494,Life Sciences - Sales,30.177777777777777,17.41025641025641,1.0,0.0,0.0,20,90,25000,2500,100,15.0,20.0,0.9500000000000001,0.0,0.0
495,Life Sciences - Research & Development,40.75925925925926,1.715510522213562,0.5,0.6666666666666666,0.3333333333333333,20,50,18000,2000,1200,0.0,40.0,0.45,0.65,0.30000000000000004
496,Life Sciences - Research & Development,67.42268041237114,8.66225165562914,0.1,1.0,0.1,30,90,19000,6500,700,5.0,60.0,0.1,0.9500000000000001,0.1
497,Medical - Research & Development,46.53658536585366,2.5976855003403676,1.0,0.4,0.4,20,80,17500,3500,1400,0.0,40.0,0.9500000000000001,0.4,0.4
498,Life Sciences - Sales,57.09782608695652,17.279605263157894,1.0,0.7142857142857143,0.7142857142857143,20,90,20500,5000,300,15.0,40.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
499,Other - Research & Development,353.7096774193548,8.695479777954004,0.19230769230769232,0.4,0.07692307692307693,40,30,12000,10500,1200,5.0,340.0,0.15000000000000002,0.4,0.05
500,Life Sciences - Sales,56.735632183908045,4.190152801358234,0.3888888888888889,1.0,0.3888888888888889,50,80,14500,4500,1100,0.0,40.0,0.35000000000000003,0.9500000000000001,0.35000000000000003
501,Life Sciences - Research & Development,26.489583333333332,7.729483282674772,0.3333333333333333,1.0,0.3333333333333333,30,90,11500,2500,300,5.0,20.0,0.30000000000000004,0.9500000000000001,0.30000000000000004
502,Marketing - Sales,79.16417910447761,3.894273127753304,0.5555555555555556,0.4,0.2222222222222222,30,60,4500,5000,1300,0.0,60.0,0.55,0.4,0.2
505,Life Sciences - Research & Development,171.7422680412371,12.707093821510297,0.16666666666666666,0.8,0.13333333333333333,50,90,23000,16500,1300,10.0,160.0,0.15000000000000002,0.8,0.1
507,Marketing - Sales,55.324675324675326,3.1072210065645516,1.0,0.4,0.4,20,70,5500,4000,1300,0.0,40.0,0.9500000000000001,0.4,0.4
508,Technical Degree - Sales,34.388888888888886,12.257425742574258,1.0,0.0,0.0,30,70,17000,2000,200,10.0,20.0,0.9500000000000001,0.0,0.0
510,Technical Degree - Research & Development,42.49315068493151,5.394782608695652,0.8571428571428571,0.6666666666666666,0.5714285714285714,20,70,6500,3000,500,5.0,40.0,0.8500000000000001,0.65,0.55
511,Medical - Research & Development,52.18604651162791,8.869565217391305,1.0,0.5,0.5,20,40,24000,2000,200,5.0,40.0,0.9500000000000001,0.45,0.45
513,Medical - Sales,124.52459016393442,46.31707317073171,1.0,0.9,0.9,30,60,3500,7500,100,45.0,120.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
514,Technical Degree - Research & Development,57.125,4.924568965517241,0.3333333333333333,0.0,0.0,30,40,3000,2000,400,0.0,40.0,0.30000000000000004,0.0,0.0
515,Life Sciences - Research & Development,31.936842105263157,2.740740740740741,1.0,0.3888888888888889,0.3888888888888889,30,90,26500,3000,1100,0.0,20.0,0.9500000000000001,0.35000000000000003,0.35000000000000003
516,Marketing - Sales,124.23913043478261,7.529644268774703,0.625,0.8,0.5,40,40,22500,5500,700,5.0,120.0,0.6000000000000001,0.8,0.45
517,Life Sciences - Research & Development,27.11578947368421,12.81592039800995,0.625,0.4,0.25,40,90,20000,2500,200,10.0,20.0,0.6000000000000001,0.4,0.2
518,Life Sciences - Research & Development,85.65306122448979,3.2160919540229886,0.05555555555555555,0.0,0.0,30,40,21000,4000,1300,0.0,80.0,0.05,0.0,0.0
520,Life Sciences - Research & Development,242.98305084745763,14.59877800407332,1.0,0.4,0.4,40,50,4000,14000,900,10.0,240.0,0.9500000000000001,0.4,0.4
521,Medical - Research & Development,44.205128205128204,6.212612612612612,0.05,0.0,0.0,40,70,13000,3000,500,5.0,40.0,0.05,0.0,0.0
522,Medical - Research & Development,225.65116279069767,23.637028014616323,0.16666666666666666,0.5,0.08333333333333333,50,80,8500,19000,800,20.0,220.0,0.15000000000000002,0.45,0.05
523,Marketing - Sales,90.80555555555556,4.7342505430847215,0.5,0.6666666666666666,0.3333333333333333,30,70,12500,6500,1300,0.0,80.0,0.45,0.65,0.30000000000000004
524,Medical - Research & Development,138.90322580645162,8.970833333333333,1.0,0.7692307692307693,0.7692307692307693,30,30,4000,4000,400,5.0,120.0,0.9500000000000001,0.75,0.75
525,Medical - Research & Development,37.01639344262295,7.214057507987221,0.375,0.6666666666666666,0.25,40,60,15000,2000,300,5.0,20.0,0.35000000000000003,0.65,0.2
526,Other - Research & Development,61.108108108108105,3.069925322471147,0.625,0.4,0.25,40,70,2000,4500,1400,0.0,60.0,0.6000000000000001,0.4,0.2
527,Life Sciences - Sales,45.323232323232325,5.035914702581369,1.0,0.8,0.8,20,90,12000,4000,800,5.0,40.0,0.9500000000000001,0.8,0.8
529,Medical - Research & Development,61.791666666666664,4.1853245531514585,0.8666666666666667,0.8461538461538461,0.7333333333333333,30,70,23500,4000,1000,0.0,60.0,0.8500000000000001,0.8,0.7000000000000001
530,Life Sciences - Research & Development,22.632653061224488,6.741641337386018,1.0,0.5,0.5,30,90,16000,2000,300,5.0,20.0,0.9500000000000001,0.45,0.45
531,Life Sciences - Research & Development,369.1730769230769,15.761083743842365,1.0,0.38095238095238093,0.38095238095238093,30,50,8000,19000,1200,15.0,360.0,0.9500000000000001,0.35000000000000003,0.35000000000000003
532,Life Sciences - Sales,153.62790697674419,14.582781456953642,0.19444444444444445,1.0,0.19444444444444445,50,80,18000,13000,900,10.0,140.0,0.15000000000000002,0.9500000000000001,0.15000000000000002
533,Technical Degree - Sales,79.24096385542168,6.078558225508318,0.8333333333333334,0.8,0.6666666666666666,30,80,19500,6500,1000,5.0,60.0,0.8,0.8,0.65
534,Marketing - Sales,171.26530612244898,13.010852713178295,1.0,0.7,0.7,40,40,19500,8000,600,10.0,160.0,0.9500000000000001,0.65,0.65
536,Medical - Research & Development,57.69620253164557,3.506153846153846,1.0,0.0,0.0,20,70,13500,4500,1300,0.0,40.0,0.9500000000000001,0.0,0.0
538,Medical - Research & Development,44.2967032967033,5.859011627906977,0.3333333333333333,1.0,0.3333333333333333,20,90,9000,4000,600,5.0,40.0,0.30000000000000004,0.9500000000000001,0.30000000000000004
543,Medical - Research & Development,204.33333333333334,24.981191222570533,0.17857142857142858,0.8,0.14285714285714285,50,30,19500,7500,300,20.0,200.0,0.15000000000000002,0.8,0.1
544,Life Sciences - Research & Development,38.46376811594203,13.822916666666666,0.25,1.0,0.25,40,60,9500,2500,100,10.0,20.0,0.2,0.9500000000000001,0.2
546,Life Sciences - Research & Development,551.8333333333334,11.110738255033556,0.16129032258064516,0.4,0.06451612903225806,50,30,10000,16500,1400,10.0,540.0,0.15000000000000002,0.4,0.05
547,Life Sciences - Research & Development,49.52173913043478,8.563909774436091,0.2631578947368421,0.8,0.21052631578947367,40,90,12500,4500,500,5.0,40.0,0.25,0.8,0.2
548,Life Sciences - Research & Development,141.65116279069767,19.214511041009462,0.45454545454545453,0.8,0.36363636363636365,30,40,24500,6000,300,15.0,140.0,0.45,0.8,0.35000000000000003
549,Life Sciences - Research & Development,477.219512195122,46.36492890995261,0.8787878787878788,0.27586206896551724,0.24242424242424243,60,40,3500,19500,400,45.0,460.0,0.8500000000000001,0.25,0.2
550,Medical - Research & Development,55.28735632183908,3.239057239057239,0.5263157894736842,0.7,0.3684210526315789,40,80,26000,4500,1400,0.0,40.0,0.5,0.65,0.35000000000000003
551,Technical Degree - Research & Development,51.39772727272727,3.306286549707602,0.8571428571428571,0.8333333333333334,0.7142857142857143,40,80,4000,4500,1300,0.0,40.0,0.8500000000000001,0.8,0.7000000000000001
554,Technical Degree - Sales,51.645161290322584,2.2113259668508287,0.8333333333333334,0.6,0.5,20,60,21500,3000,1400,0.0,40.0,0.8,0.55,0.45
555,Marketing - Sales,71.24242424242425,7.9425675675675675,0.6666666666666666,1.0,0.6666666666666666,30,30,12000,2000,200,5.0,60.0,0.65,0.9500000000000001,0.65
556,Life Sciences - Research & Development,40.523809523809526,1.142281879194631,1.0,0.0,0.0,30,40,12000,1500,1400,0.0,40.0,0.9500000000000001,0.0,0.0
558,Life Sciences - Sales,228.36708860759492,12.90486409155937,0.9523809523809523,0.75,0.7142857142857143,40,70,13000,18000,1300,10.0,220.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
560,Life Sciences - Research & Development,32.06666666666667,2.139362490733877,1.0,0.6666666666666666,0.6666666666666666,20,90,3000,2500,1300,0.0,20.0,0.9500000000000001,0.65,0.65
562,Life Sciences - Research & Development,39.56603773584906,1.4978571428571428,0.5555555555555556,0.6,0.3333333333333333,30,50,16500,2000,1400,0.0,20.0,0.55,0.55,0.30000000000000004
564,Medical - Research & Development,128.33333333333334,12.10446247464503,1.0,0.2,0.2,20,90,21500,11500,900,10.0,120.0,0.9500000000000001,0.2,0.2
565,Technical Degree - Research & Development,35.859154929577464,6.240196078431373,0.3333333333333333,1.0,0.3333333333333333,20,70,18000,2500,400,5.0,20.0,0.30000000000000004,0.9500000000000001,0.30000000000000004
566,Technical Degree - Human Resources,49.30769230769231,5.2433537832310835,1.0,0.0,0.0,10,50,18000,2500,400,5.0,40.0,0.9500000000000001,0.0,0.0
567,Other - Sales,121.91304347826087,6.017167381974249,0.9,0.8888888888888888,0.8,30,60,2500,8000,1300,5.0,120.0,0.8500000000000001,0.8500000000000001,0.8
568,Marketing - Sales,252.10714285714286,67.22857142857143,0.03125,0.0,0.0,50,50,22000,14000,200,65.0,240.0,0.0,0.0,0.0
569,Life Sciences - Research & Development,193.70454545454547,15.510464058234758,0.9642857142857143,0.37037037037037035,0.35714285714285715,50,80,9000,17000,1000,15.0,180.0,0.9500000000000001,0.35000000000000003,0.35000000000000003
571,Medical - Research & Development,52.326530612244895,2.2974910394265233,0.9166666666666666,0.6363636363636364,0.5833333333333334,30,40,7000,2500,1100,0.0,40.0,0.9,0.6000000000000001,0.55
573,Marketing - Sales,128.325,6.8485657104736495,0.8181818181818182,0.7222222222222222,0.5909090909090909,60,80,2500,10000,1400,5.0,120.0,0.8,0.7000000000000001,0.55
574,Medical - Research & Development,78.0,5.157680569684639,0.25,0.0,0.0,40,60,7000,5000,900,5.0,60.0,0.2,0.0,0.0
575,Life Sciences - Research & Development,350.2156862745098,17.701684836471753,0.11538461538461539,0.6666666666666666,0.07692307692307693,40,50,2000,17500,1000,15.0,340.0,0.1,0.65,0.05
577,Life Sciences - Research & Development,91.95652173913044,29.375,0.8333333333333334,0.8,0.6666666666666666,30,40,19000,4000,100,25.0,80.0,0.8,0.8,0.65
578,Life Sciences - Research & Development,90.0,6.897810218978102,0.05263157894736842,0.0,0.0,50,40,23000,3500,500,5.0,80.0,0.05,0.0,0.0
579,Life Sciences - Research & Development,44.645161290322584,2.1243284727551806,0.5,0.42857142857142855,0.21428571428571427,30,60,8000,2500,1300,0.0,40.0,0.45,0.4,0.2
580,Marketing - Sales,96.5,8.06311111111111,0.2,0.6666666666666666,0.13333333333333333,40,90,11500,9000,1100,5.0,80.0,0.2,0.65,0.1
581,Life Sciences - Research & Development,322.6666666666667,8.357927786499214,1.0,0.6153846153846154,0.6153846153846154,30,30,14000,10500,1200,5.0,320.0,0.9500000000000001,0.6000000000000001,0.6000000000000001
582,Medical - Research & Development,243.03571428571428,10.657791699295224,0.4666666666666667,0.8571428571428571,0.4,30,50,24500,13500,1200,10.0,240.0,0.45,0.8500000000000001,0.4
584,Medical - Research & Development,89.6842105263158,5.805792163543441,0.5,0.75,0.375,30,30,6500,3000,500,5.0,80.0,0.45,0.7000000000000001,0.35000000000000003
585,Marketing - Sales,52.333333333333336,7.2227602905569,0.75,0.6666666666666666,0.5,30,50,18000,2500,400,5.0,40.0,0.7000000000000001,0.65,0.45
586,Life Sciences - Research & Development,106.0,5.981191222570533,0.8,0.875,0.7,30,70,14000,7500,1200,5.0,100.0,0.8,0.8500000000000001,0.65
587,Life Sciences - Research & Development,148.84848484848484,18.39700374531835,0.08333333333333333,0.0,0.0,30,60,22500,9500,500,15.0,140.0,0.05,0.0,0.0
590,Human Resources - Human Resources,231.3953488372093,10.070850202429149,0.2727272727272727,0.6666666666666666,0.18181818181818182,30,40,11500,9500,900,10.0,220.0,0.25,0.65,0.15000000000000002
591,Other - Research & Development,21.577319587628867,1.4199457259158752,0.25,1.0,0.25,40,90,9000,2000,1400,0.0,20.0,0.2,0.9500000000000001,0.2
592,Medical - Sales,311.875,15.716535433070867,1.0,0.3,0.3,30,30,15000,9500,600,15.0,300.0,0.9500000000000001,0.25,0.25
593,Technical Degree - Research & Development,39.333333333333336,2.8464912280701755,0.5,1.0,0.5,20,90,9000,3500,1300,0.0,20.0,0.45,0.9500000000000001,0.45
595,Marketing - Sales,109.48648648648648,24.85276073619632,0.6428571428571429,0.7777777777777778,0.5,40,30,19500,4000,100,20.0,100.0,0.6000000000000001,0.75,0.45
597,Life Sciences - Sales,202.83132530120483,15.071620411817367,0.2702702702702703,0.9,0.24324324324324326,50,80,9500,16500,1100,15.0,200.0,0.25,0.8500000000000001,0.2
599,Life Sciences - Sales,111.25,23.333333333333332,0.875,0.21428571428571427,0.1875,40,50,13000,6000,200,20.0,100.0,0.8500000000000001,0.2,0.15000000000000002
600,Marketing - Sales,55.49411764705882,7.620355411954765,0.7333333333333333,0.8181818181818182,0.6,30,80,18500,4500,600,5.0,40.0,0.7000000000000001,0.8,0.55
601,Life Sciences - Research & Development,176.49333333333334,43.83112582781457,0.9090909090909091,0.3,0.2727272727272727,40,70,20000,13000,300,40.0,160.0,0.9,0.25,0.25
602,Life Sciences - Research & Development,78.22916666666667,8.476297968397292,1.0,0.375,0.375,30,40,17500,3500,400,5.0,60.0,0.9500000000000001,0.35000000000000003,0.35000000000000003
604,Life Sciences - Sales,85.48051948051948,7.949275362318841,0.6,0.8333333333333334,0.5,30,70,8000,6500,800,5.0,80.0,0.55,0.8,0.45
605,Medical - Research & Development,132.25,23.21630094043887,1.0,0.9,0.9,40,50,6500,7000,300,20.0,120.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
606,Other - Sales,78.77049180327869,8.5650623885918,0.8888888888888888,0.875,0.7777777777777778,40,60,16000,4500,500,5.0,60.0,0.8500000000000001,0.8500000000000001,0.75
608,Life Sciences - Human Resources,47.258620689655174,6.434272300469484,0.875,1.0,0.875,20,50,22500,2500,400,5.0,40.0,0.8500000000000001,0.9500000000000001,0.8500000000000001
