Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyHours,DaysWorked,CompanyRatiotoCareer,RoleRatioToCompany,RoleRatioToCareer,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,FieldVsDept_Life Sciences - Human Resources,FieldVsDept_Life Sciences - Research & Development,FieldVsDept_Life Sciences - Sales,FieldVsDept_Marketing - Sales,FieldVsDept_Medical - Human Resources,FieldVsDept_Medical - Research & Development,FieldVsDept_Medical - Sales,FieldVsDept_Other - Human Resources,FieldVsDept_Other - Research & Development,FieldVsDept_Other - Sales,FieldVsDept_Technical Degree - Human Resources,FieldVsDept_Technical Degree - Research & Development,FieldVsDept_Technical Degree - Sales
45,2,1249,7,3,1,97,3,3,1,5210,20308,1,18,3,1,1,24,2,3,24,9,9,11,53.71134020618557,4.171337069655724,1.0,0.375,0.375,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,192,2,4,3,32,3,1,4,2695,7747,0,18,3,2,1,3,2,1,2,2,2,2,84.21875,14.036458333333334,0.6666666666666666,1.0,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2,553,5,4,4,74,3,3,2,11878,23364,6,11,3,2,2,12,2,3,10,6,8,8,160.51351351351352,21.479204339963832,0.8333333333333334,0.6,0.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,1,117,10,1,3,99,3,4,1,17068,5355,1,14,3,4,0,21,3,3,21,9,11,10,172.40404040404042,145.8803418803419,1.0,0.4285714285714285,0.4285714285714285,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
43,2,185,10,4,3,33,3,1,4,2455,10675,0,19,3,1,0,9,5,3,8,7,1,7,74.39393939393939,13.27027027027027,0.8888888888888888,0.875,0.7777777777777778,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,1,1091,1,2,3,90,2,4,3,13964,17810,7,12,3,4,0,25,2,3,7,1,0,7,155.15555555555557,12.799266727772686,0.28,0.1428571428571428,0.04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,1,723,8,4,3,85,2,2,2,4941,17747,2,15,3,1,0,11,3,2,8,2,7,7,58.129411764705885,6.83402489626556,0.7272727272727273,0.25,0.1818181818181818,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,1,1220,5,3,3,85,3,1,2,2478,20938,1,12,3,2,0,4,2,2,4,3,1,2,29.152941176470588,2.0311475409836066,1.0,0.75,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1,588,8,2,3,65,2,2,2,5228,24624,1,11,3,4,0,13,2,3,13,12,11,9,80.43076923076923,8.891156462585034,1.0,0.9230769230769232,0.9230769230769232,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,1377,2,3,4,74,3,2,3,4478,5242,1,11,3,1,0,5,3,3,5,4,0,4,60.51351351351352,3.25199709513435,1.0,0.8,0.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
31,1,691,7,3,4,73,3,2,4,7547,7143,4,12,3,4,3,13,3,3,7,7,1,7,103.38356164383562,10.921852387843703,0.5384615384615384,1.0,0.5384615384615384,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,1,1018,2,4,1,74,4,2,4,5055,10557,7,16,3,3,0,10,0,2,7,7,0,7,68.3108108108108,4.965618860510806,0.7,1.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,1,1157,2,4,1,84,1,1,4,3464,24737,5,13,3,4,0,5,4,2,3,2,2,2,41.23809523809524,2.9939498703543648,0.6,0.6666666666666666,0.4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30,1,1275,28,2,4,64,3,2,4,5775,11934,1,13,3,4,2,11,2,3,10,8,1,9,90.234375,4.529411764705882,0.9090909090909092,0.8,0.7272727272727273,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,2,798,7,2,3,48,2,3,3,8943,14034,1,24,4,1,1,10,2,3,10,9,8,9,186.3125,11.206766917293232,1.0,0.9,0.9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,2,672,7,2,3,54,2,5,4,19272,21141,1,15,3,1,1,21,2,3,21,9,13,3,356.8888888888889,28.678571428571427,1.0,0.4285714285714285,0.4285714285714285,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,1,1162,3,2,4,41,3,2,3,5238,17778,4,18,3,1,0,12,3,2,1,0,0,0,127.7560975609756,4.507745266781411,0.0833333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,508,10,3,2,46,2,2,4,4682,4317,3,14,3,3,0,9,6,2,7,7,0,1,101.78260869565216,9.216535433070868,0.7777777777777778,1.0,0.7777777777777778,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,1,1482,5,5,4,42,3,5,3,18300,16375,4,11,3,2,1,21,2,3,3,2,1,1,435.7142857142857,12.34817813765182,0.1428571428571428,0.6666666666666666,0.0952380952380952,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,2,559,10,4,3,82,2,2,3,5257,6227,1,11,3,2,1,9,3,4,9,7,0,0,64.10975609756098,9.404293381037569,1.0,0.7777777777777778,0.7777777777777778,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0,210,1,1,3,73,3,2,2,6349,22107,0,13,3,4,1,6,0,3,5,4,1,4,86.97260273972603,30.23333333333333,0.8333333333333334,0.8,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54,2,928,20,4,4,31,3,2,3,4869,16885,3,12,3,4,0,20,4,2,4,3,0,3,157.06451612903226,5.246767241379311,0.2,0.75,0.15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1,1001,7,3,3,43,3,3,1,9985,9262,8,16,3,1,1,10,1,2,1,0,0,0,232.2093023255814,9.975024975024976,0.1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1,549,8,4,4,75,3,2,4,3697,9278,9,14,3,1,2,12,3,3,10,9,9,8,49.29333333333334,6.734061930783242,0.8333333333333334,0.9,0.75,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,1,1124,1,2,2,57,1,2,4,7457,13273,2,22,4,3,3,6,2,2,4,3,0,2,130.82456140350877,6.634341637010676,0.6666666666666666,0.75,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1,318,8,4,2,77,1,1,1,2119,4759,1,11,3,4,0,7,4,2,7,7,0,7,27.51948051948052,6.663522012578617,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,1,738,9,5,2,30,2,1,4,3983,7621,0,17,3,3,0,4,2,3,3,2,2,2,132.76666666666668,5.397018970189702,0.75,0.6666666666666666,0.5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,570,5,3,4,30,2,2,3,6118,5431,1,13,3,3,3,10,2,3,10,9,1,2,203.9333333333333,10.733333333333333,1.0,0.9,0.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,1,1130,8,4,2,56,3,2,2,6214,3415,1,18,3,1,1,8,3,3,8,7,0,7,110.96428571428572,5.499115044247787,1.0,0.875,0.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1,1192,5,2,4,61,3,2,4,6347,23177,7,16,3,3,2,8,2,2,6,2,0,4,104.04918032786884,5.324664429530201,0.75,0.3333333333333333,0.25,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,1,343,15,2,3,92,2,3,4,11510,15682,0,14,3,2,1,12,3,3,11,10,2,9,125.1086956521739,33.55685131195335,0.9166666666666666,0.9090909090909092,0.8333333333333334,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,1232,7,4,3,39,3,3,4,7143,25713,1,14,3,3,0,11,2,2,11,9,4,10,183.15384615384616,5.7978896103896105,1.0,0.8181818181818182,0.8181818181818182,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,1,144,10,1,4,39,2,2,2,8268,11866,1,14,3,1,2,7,2,3,7,7,1,7,212.0,57.41666666666666,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,1,1296,5,4,3,62,3,3,2,8095,18264,0,13,3,4,0,17,5,3,16,6,0,13,130.56451612903226,6.246141975308642,0.9411764705882352,0.375,0.3529411764705882,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,1,1309,26,1,3,83,3,1,4,2904,16092,1,12,3,3,2,4,2,2,4,2,0,2,34.98795180722892,2.2184873949579837,1.0,0.5,0.5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,1,483,6,3,4,95,2,2,2,6032,10110,6,15,3,4,0,8,3,3,5,4,1,2,63.49473684210526,12.488612836438923,0.625,0.8,0.5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
47,2,1309,4,1,2,99,3,2,3,2976,25751,3,19,3,1,0,5,3,3,0,0,0,0,30.060606060606062,2.2734912146676853,0.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,1,810,23,5,1,44,3,4,4,15992,15901,2,14,3,2,0,16,2,3,1,0,0,0,363.45454545454544,19.74320987654321,0.0625,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,0,746,2,3,4,61,3,2,3,4649,16928,1,14,3,1,1,4,3,2,4,3,0,2,76.21311475409836,6.231903485254692,1.0,0.75,0.75,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,1,544,2,1,3,52,3,1,3,2696,24017,0,11,3,3,1,4,5,3,3,2,1,0,51.84615384615385,4.955882352941177,0.75,0.6666666666666666,0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,1,1062,2,3,3,75,3,1,2,2370,3956,1,13,3,3,1,8,4,3,8,0,0,7,31.6,2.231638418079096,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,1,530,29,1,1,91,3,3,3,12504,23978,3,21,4,2,1,15,3,1,0,0,0,0,137.4065934065934,23.59245283018868,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,1319,6,3,3,51,4,2,1,5974,17001,4,13,3,1,2,13,2,3,7,7,6,7,117.1372549019608,4.529188779378317,0.5384615384615384,1.0,0.5384615384615384,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30,0,641,25,2,4,85,3,2,3,4736,6069,7,12,3,2,1,4,2,4,2,2,2,2,55.71764705882353,7.388455538221529,0.5,1.0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,933,1,3,3,57,3,2,3,5296,20156,1,17,3,2,1,8,3,3,8,7,7,7,92.91228070175438,5.676312968917471,1.0,0.875,0.875,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,1,1332,2,4,1,98,2,2,4,6781,17078,3,23,4,2,0,14,6,3,1,0,0,0,69.1938775510204,5.0908408408408405,0.0714285714285714,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,2,756,1,1,1,99,2,1,2,2174,9150,1,11,3,3,0,3,3,3,3,2,1,2,21.95959595959596,2.875661375661376,1.0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36,0,845,1,5,4,45,3,2,4,6653,15276,4,15,3,2,0,7,6,3,1,0,0,0,147.84444444444443,7.873372781065089,0.1428571428571428,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,2,541,3,4,1,48,2,3,4,9699,7246,4,11,3,1,1,16,2,3,13,9,1,12,202.0625,17.927911275415898,0.8125,0.6923076923076923,0.5625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,1,593,1,4,4,88,3,2,3,6755,2967,2,11,3,3,0,15,2,3,3,2,1,2,76.76136363636364,11.391231028667791,0.2,0.6666666666666666,0.1333333333333333,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,1,1171,10,4,4,46,4,1,3,2213,22495,3,13,3,3,1,10,3,3,7,7,1,7,48.10869565217392,1.8898377455166524,0.7,1.0,0.7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,0,895,9,2,1,39,3,1,4,2610,2851,1,24,4,3,0,3,3,2,3,2,2,2,66.92307692307692,2.916201117318436,1.0,0.6666666666666666,0.6666666666666666,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,350,5,3,4,34,3,1,3,2851,9150,1,13,3,2,0,1,2,3,1,0,0,0,83.8529411764706,8.145714285714286,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1,921,10,3,3,98,3,1,1,3452,17663,6,20,4,2,1,17,3,3,5,4,0,3,35.224489795918366,3.748099891422367,0.2941176470588235,0.8,0.2352941176470588,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,0,1144,7,4,3,30,3,2,3,5258,16044,2,14,3,3,0,7,2,4,1,0,0,0,175.26666666666668,4.596153846153846,0.1428571428571428,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,2,143,4,3,1,56,3,2,2,9355,9558,1,18,3,3,0,8,5,3,8,7,7,7,167.05357142857142,65.41958041958041,1.0,0.875,0.875,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,1,1046,10,3,4,100,2,3,4,10496,2755,6,15,3,4,0,20,2,3,4,3,1,3,104.96,10.034416826003824,0.2,0.75,0.15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,1,575,22,2,3,68,2,2,3,6380,6110,2,12,3,1,2,8,6,3,6,4,1,0,93.82352941176472,11.095652173913043,0.75,0.6666666666666666,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
31,1,408,9,4,3,42,2,1,2,2657,7551,0,16,3,4,0,3,5,3,2,2,2,2,63.26190476190476,6.512254901960785,0.6666666666666666,1.0,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1,156,12,3,3,90,4,1,2,2716,25422,1,15,3,4,0,1,0,3,1,0,0,0,30.177777777777777,17.41025641025641,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,1,1283,23,3,4,54,3,1,4,2201,18168,9,16,3,4,0,6,4,3,3,2,1,2,40.75925925925926,1.715510522213562,0.5,0.6666666666666666,0.3333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1,755,9,4,3,97,2,2,2,6540,19394,9,19,3,3,0,10,5,3,1,1,0,0,67.42268041237114,8.66225165562914,0.1,1.0,0.1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1,1469,1,2,4,82,3,1,2,3816,17881,1,11,3,2,1,5,2,3,5,2,0,4,46.53658536585366,2.597685500340368,1.0,0.4,0.4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,1,304,9,4,2,92,3,2,4,5253,20750,1,16,3,4,0,7,1,3,7,5,0,7,57.09782608695652,17.279605263157894,1.0,0.7142857142857143,0.7142857142857143,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,1,1261,7,3,2,31,2,3,3,10965,12066,8,24,4,3,0,26,2,3,5,2,0,0,353.7096774193548,8.695479777954004,0.1923076923076923,0.4,0.0769230769230769,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,1,1178,14,2,3,87,3,2,4,4936,14862,4,11,3,3,1,18,2,2,7,7,0,7,56.735632183908045,4.190152801358234,0.3888888888888889,1.0,0.3888888888888889,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,1,329,2,3,4,96,3,1,3,2543,11868,4,13,3,2,1,6,3,3,2,2,2,2,26.48958333333333,7.729483282674772,0.3333333333333333,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,0,1362,19,3,1,67,4,2,4,5304,4652,8,13,3,2,0,9,3,2,5,2,0,4,79.16417910447761,3.894273127753304,0.5555555555555556,0.4,0.2222222222222222,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
55,1,1311,2,3,3,97,3,4,4,16659,23258,2,13,3,3,0,30,2,3,5,4,1,2,171.7422680412371,12.707093821510297,0.1666666666666666,0.8,0.1333333333333333,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1,1371,10,4,4,77,3,2,3,4260,5915,1,12,3,4,1,5,2,4,5,2,0,3,55.324675324675326,3.107221006564552,1.0,0.4,0.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30,1,202,2,1,3,72,3,1,2,2476,17434,1,18,3,1,1,1,3,3,1,0,0,0,34.388888888888886,12.257425742574258,1.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,575,3,1,3,73,3,1,1,3102,6582,0,22,4,3,0,7,2,3,6,4,0,4,42.49315068493151,5.394782608695652,0.8571428571428571,0.6666666666666666,0.5714285714285714,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,1,253,11,3,1,43,3,1,2,2244,24440,1,13,3,4,1,2,1,3,2,1,1,2,52.18604651162791,8.869565217391305,1.0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,1,164,2,2,2,61,2,3,3,7596,3809,1,13,3,2,2,10,2,3,10,9,9,0,124.52459016393442,46.31707317073171,1.0,0.9,0.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,2,464,4,3,3,40,3,1,4,2285,3427,9,23,4,3,0,3,4,3,1,0,0,0,57.125,4.924568965517241,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,1107,14,3,4,95,3,1,1,3034,26914,1,12,3,3,1,18,2,2,18,7,12,17,31.93684210526316,2.740740740740741,1.0,0.3888888888888889,0.3888888888888889,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1,759,2,2,4,46,3,2,2,5715,22553,7,12,3,3,2,8,5,3,5,4,1,3,124.2391304347826,7.529644268774703,0.625,0.8,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,1,201,1,4,2,95,3,1,1,2576,20490,3,16,3,2,1,8,5,3,5,2,1,2,27.11578947368421,12.81592039800995,0.625,0.4,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1,1305,10,4,3,49,3,2,2,4197,21123,2,12,3,4,0,18,2,2,1,0,0,1,85.65306122448979,3.2160919540229886,0.0555555555555555,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1,982,12,3,1,59,2,4,2,14336,4345,1,11,3,3,1,25,3,3,25,10,3,9,242.98305084745763,14.59877800407332,1.0,0.4,0.4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1,555,2,3,2,78,2,2,3,3448,13436,6,22,4,2,1,20,3,3,1,0,0,0,44.20512820512821,6.212612612612612,0.05,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,1,821,5,2,1,86,3,5,1,19406,8509,4,11,3,3,1,24,4,2,4,2,1,2,225.65116279069767,23.637028014616323,0.1666666666666666,0.5,0.0833333333333333,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,0,1381,4,4,3,72,3,2,3,6538,12740,9,15,3,1,1,6,3,3,3,2,1,2,90.80555555555556,4.7342505430847215,0.5,0.6666666666666666,0.3333333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,1,480,7,2,2,31,3,2,1,4306,4156,1,12,3,2,1,13,5,1,13,10,3,12,138.90322580645162,8.970833333333333,1.0,0.7692307692307693,0.7692307692307693,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,2,313,21,3,4,61,3,1,4,2258,15238,7,20,4,1,1,8,1,3,3,2,1,2,37.01639344262295,7.214057507987221,0.375,0.6666666666666666,0.25,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,1,1473,8,4,3,74,3,2,3,4522,2227,4,14,3,4,0,8,3,3,5,2,0,2,61.108108108108105,3.069925322471147,0.625,0.4,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,1,891,4,2,2,99,2,2,4,4487,12090,1,11,3,2,0,5,3,3,5,4,1,3,45.323232323232325,5.035914702581369,1.0,0.8,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
37,0,1063,25,5,2,72,3,2,3,4449,23866,3,15,3,1,2,15,2,3,13,11,10,7,61.79166666666666,4.1853245531514585,0.8666666666666667,0.8461538461538461,0.7333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31,1,329,1,2,4,98,2,1,1,2218,16193,1,12,3,3,1,4,3,3,4,2,3,2,22.632653061224488,6.741641337386018,1.0,0.5,0.5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,2,1218,1,1,2,52,3,5,3,19197,8213,1,14,3,3,1,21,3,3,21,8,1,6,369.1730769230769,15.761083743842365,1.0,0.3809523809523809,0.3809523809523809,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
